id,name,description,type,is_collection,property_count,method_count,hierarchy,role
interface_272,EHMInsertionActPlugMapViewData,Interface to access Plug Map view data associated to an Insertion activity.,Object,false,15,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Activity\, \EHMInsertionActPlugMapViewData\","Component that implement DNBIAEHMInsertionActPlugMapViewData is DNBEHMModel. When using DNBIAEHMInsertionActPlugMapViewData interface in C++, query from interface DNBIEHMInsertionActivity. When using from VB Script, use GetTechnologicalObject to get handle to interface. PlugMap Data consists of 2 parts namely Connector data &amp; inserted wires data. To get data about inserted wires, first get the number of wires using method get_NumInsertedWires, then set index of wire using put_WireID and then access information about that wire. Please note that default returned string for all PROPERTY of type CATBSTR is """"UnSet"""". Sample Code in VB Script is as given below '---- InsertionAct is activity for Plug Map view data. Dim InsertionAct As Activity Set InsertionAct = get activity DNBEHMInsertionAct.1 Set PlugMapData = InsertionAct.GetTechnologicalObject( """"EHMInsertionActPlugMapViewData"""" ) Dim ConnectorName As String ConnectorName = PlugMapData.ConnectorName Dim NumInsertedWires, ii As Integer NumInsertedWires = PlugMapData.NumInsertedWires Dim TerminationName, WireName, ContactName As String For ii = 1 to NumInsertedWires PlugMapData.WireID = ii TerminationName = PlugMapData.TerminationName WireName = PlugMapData.WireName Next Property Index ConnectorName Gets ConnectorName. ConnectorPartNumber Gets Connector Part Number. ConnectorRefDesignator Gets Connector Reference Designator. ConnectorSubType Gets Connector Sub Type. ConnectorType Gets Connector Type. ContactElecBarrelDiameter Gets Contact Elec B..."
interface_273,EHSUpdateSmoothnessFactor,Interface representing xxx.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \EHSUpdateSmoothnessFactor\","Components that implement DNBIAEHSUpdateSmoothnessFactor are ... Do not use the DNBIAEHSUpdateSmoothnessFactor interface for such and such ClassReference, Class#MethodReference, #InternalMethod... Method Index UpdateBundleSmoothness Sets Smoothness Factor for Bundle segment. Methods o Sub UpdateBundleSmoothness ( activateLink('short','short') iSmoothnessFactor ) Sets Smoothness Factor for Bundle segment. Parameters: iSmoothnessFactor the input smoothness factor. Returns: An HRESULT Legal values : S_OK if the Property is returned successfully. E_FAIL otherwise . ."
interface_274,EKPServices,Interface to assign and remove Engineering Requirements to and from an activity.,Object,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \EKPServices\",Unknown
interface_275,Edge,1-D boundary. See also:.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Reference\, \Boundary\, \Edge\","This Boundary object may be, for example, the edge of a cylinder. You will create an Edge object using the Shapes.GetBoundary HybridShapes.GetBoundary Sketches.GetBoundary or Selection.SelectElement2 method. Then, you pass it to the operator (such as HybridShapeFactory.AddNewPointTangent ). The lifetime of an Edge object is limited, see Boundary See also: TriDimFeatEdge RectilinearTriDimFeatEdge BiDimFeatEdge RectilinearBiDimFeatEdge MonoDimFeatEdge RectilinearMonoDimFeatEdge @sample Example: This example asks the end user to select a planar curve, whose plane is parallel to the XY plane. Then, it creates a point on the tangent to the curve in the X direction: Dim InputObjectType(0) Set Document = CATIA.ActiveDocument Set Selection = Document.Selection Set HybridBodies = Document.Part.HybridBodies Set HybridBody = HybridBodies.Item(""""Geometrical Set.1"""") 'We propose to the user that he select a planar curve whose plane is parallel to the XY plane InputObjectType(0)=""""Edge"""" Status..."
interface_276,EdgeFillet,Represents the edges-based fillet shape.,Collection,true,2,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \DressUpShape\, \Fillet\, \EdgeFillet\",Unknown
interface_277,ElecSchWire,For technical electrical wire attributes.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ElecSchWire\",Unknown
interface_278,ElecSchematicObject,Represents the electrical schematic objects.,Collection,true,6,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Product\, \ElecSchematicObject\",Unknown
interface_279,Ellipse2D,Class defining an ellipse in 2D Space.,Object,false,3,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \GeometricElement\, \Geometry2D\, \Curve2D\, \Ellipse2D\",Unknown
interface_280,EnumParam,Represents the enum parameter.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Parameter\, \EnumParam\",Unknown
interface_281,EnvelopCondition,Interface for accessing Envelop Condition modifier on a TPS.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \EnvelopCondition\",Unknown
interface_282,ErrorlogStatisticsSettingAtt,Interface for Errorlog statistic Controler.,Object,false,8,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \GeneralStatisticsSettingAtt\, \ErrorlogStatisticsSettingAtt\","the errorlog statistics controler manages the values of all or only a part of the attributes available for the thematic. For the definitions of methods and variables common to every thematic, see the GeneralStatisticsSettingAtt ."
interface_283,ExpertCheck,Represents the edition part of a check.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\, \ExpertCheck\",Unknown
interface_284,ExpertCheckRuntime,Runtime part of a check.,Object,false,10,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\, \ExpertCheckRuntime\",Unknown
interface_285,ExpertReportObject,Represents the ExpertReportObject object.,Collection,true,1,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertReportObject\",Unknown
interface_286,ExpertReportObjects,Represents the collection of report objects.,Collection,true,2,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ExpertReportObjects\",Unknown
interface_287,ExpertRule,Represents the edition part of a rule.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRule\",Unknown
interface_288,ExpertRuleBase,Represents the RuleBase object that can be edited.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBase\",Unknown
interface_289,ExpertRuleBaseComponentRuntime,Represents a rule base component in a ruleset.,Object,false,1,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\",Unknown
interface_290,ExpertRuleBaseComponentRuntimes,Represents the collection of ExpertRuleBase components.,Collection,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ExpertRuleBaseComponentRuntimes\",Unknown
interface_291,ExpertRuleBaseRuntime,Represents the Runtime part of the RuleBase.,Object,false,8,13,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \KnowledgeObject\, \KnowledgeActivateObject\, \Relation\, \ExpertRuleBaseRuntime\",Unknown
interface_292,ExpertRuleRuntime,Represents the ExpertRuleRuntime object.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\, \ExpertRuleRuntime\",Unknown
interface_293,ExpertRuleSet,Represents the ExpertRuleSet object which is the editable part of a RuleSet or a RuleBase.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\, \ExpertRuleSet\",Unknown
interface_294,ExpertRuleSetRuntime,Represents the ExpertRuleSet object in the RelationSet.,Object,false,2,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\, \ExpertRuleSetRuntime\",Unknown
interface_295,Export3DXmlSettingAtt,Represents a setting controller for the 3D XML export settings.,Object,false,12,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \Export3DXmlSettingAtt\",This interface is implemented by a component which represents the controller of the 3D XML export settings.
interface_296,FASReportingSettingAtt,The interface to access a DNBIAFASReportingSettingAtt.,Object,false,6,12,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \FASReportingSettingAtt\",Unknown
interface_297,FTAInfraSettingAtt,Represents the FT&A infrastructure setting controller object.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \FTAInfraSettingAtt\","The FT&A infrastructure setting controller object deals with the setting parameters displayed in: The Tolerancing property page for the Tolerancing Standard and the Leader Associativity setting parameters. To access this property page: Click the Options command in the Tools menu Click + left of Mechanical Design to unfold the workbench list Click Functional Tolerancing &amp; Annotation Click Tolerancing The Display property page for the Grid Display, the Grid Snap Point, the Allow Distorsions, the Grid Primary Spacing, the Grid Secondary Step, the GridV Primary Spacing, the GridV Secondary Step, the Under Set Tree Visu, the Under View Tree Visu, and the Under Feature Tree Visu setting parameters. To access this property page: Click the Options command in the Tools menu Click + left of Mechanical Design to unfold the workbench list Click Functional Tolerancing &amp; Annotation Click Display The Manipulators property page for the Manipulator Reference Size, the Manipulator Zoom Capability, and the Move After Creation, setting parameters. To access this property page: Click the Options command in the Tools menu Click + left of Mechanical Design to unfold the workbench list Click Functional Tolerancing &amp; Annotation Click Manipulators The View/Annotation Plane property page for the View Associativity, the View Referential, the View Referential Zoomable, and the View Profile setting parameters. To access this property page: Click the Options command in the Tools menu Click + left of Mechanical Design to unfold the workbench list Click Functional Tolerancing &amp; Annotation Click View/Annotation Plane T..."
interface_298,FTASettingAtt,The interface to access a CATIAFTASettingAtt.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \FTASettingAtt\",Unknown
interface_299,Face,2-D boundary. See also:.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Face\","This Boundary object may be, for example, the lateral face of cylinder. You will create a Face object using the Shapes.GetBoundary HybridShapes.GetBoundary Sketches.GetBoundary or Selection.SelectElement2 method. Then, you pass it to the operator (such as ShapeFactory.AddNewFaceFillet ). The lifetime of a Face object is limited, see Boundary See also: PlanarFace CylindricalFace @sample Example: This example asks the end user to select two faces, and creates a face-face fillet on these faces: Dim InputObjectType(0) Set Document = CATIA.ActiveDocument Set Selection = Document.Selection 'We propose to the user that he select the first face InputObjectType(0)=""""Face"""" Status=Selection.SelectElement2(InputObjectType,""""Select the first face"""",true) if (Status = """"cancel"""") then Exit Sub Set FirstFace = Selection.Item(1).Value Selection.Clear 'We propose to the user that he select the second face InputObjectType(0)=""""Face"""" Status=Selection.SelectElement2(InputObjectType,""""Select the second face"""",true) if (Status = """"cancel"""") then Exit Sub Set SecondFace = Selection.Item(1).Value Set FaceFillet = ShapeFactory.AddNewFaceFillet(FirstFace,SecondFace,5.0) Document.Part.Update ."
interface_300,FaceFillet,Represents the face fillet shape.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \DressUpShape\, \Fillet\, \FaceFillet\",Unknown
interface_301,Factory,Abstract object gathering behaviours of all objects being a factory.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Factory\",Unknown
interface_302,Factory2D,Interface to the factory for 2D objects.,Object,false,0,15,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Factory2D\",Unknown
interface_303,Fastener,Interface DELMIAFastener DELMIAFastener represent body in white fasteners of both types point and curve.,Object,false,2,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Fastener\",Unknown
interface_304,FastenerGroup,,Object,false,3,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \FastenerGroup\",Unknown
interface_305,FastenerSet,Interface DELMIAFasteners DELMIAFasteners represent collection of fasteners of both types point and curve.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \FastenerSet\",Unknown
interface_306,FastenerWorkBench,Interface DELMIAFastenerWorkBench It is a utility class to get fasteners and groups from document.,Object,false,0,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \FastenerWorkBench\",Unknown
interface_307,FeatureGenerator,The interface to access a CATIAFeatureGenerator.,Object,false,2,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \FeatureGenerator\",Unknown
interface_308,File,Represents the file object.,Object,false,2,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \File\",The file object allows to manipulate files with UNIX and Windows. Use it instead of the one of Visual Basic to make portable macros. Its gives access to information about the file and can open a file as a TextStream object.
interface_309,FileAccessStatisticsSettingAtt,Interface for FileAccess statistic ControlerRole: the FileAccess statistics controler manages the values of all or only a part of the attributes available for the thematic.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \GeneralStatisticsSettingAtt\, \FileAccessStatisticsSettingAtt\",Unknown
interface_310,FileComponent,Represents the file object.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \FileComponent\",The file object allows to manipulate files with UNIX and Windows. Use it instead of the one of Visual Basic to make portable macros. Its gives access to information about the file and can open a file as a TextStream object.
